Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Rwanda,RWA,..,..,..,..,69.5,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Senegal,SEN,13.2,..,..,..,7.1,4.9,7,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sierra Leone,SLE,..,..,40.2,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tajikistan,TJK,..,40.9,..,..,..,..,33,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Timor-Leste,TLS,..,..,..,..,..,40,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Togo,TGO,..,..,..,29.6,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uganda,UGA,49,..,..,..,..,62,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Zambia,ZMB,..,..,..,46.6,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Zimbabwe,ZWE,58.8,..,..,..,59.9,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Afghanistan,AFG,..,..,..,..,47.6,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Albania,ALB,..,..,..,..,..,..,..,92.3,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Angola,AGO,..,..,..,..,..,74.8,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Armenia,ARM,..,..,..,..,..,96,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bangladesh,BGD,63,..,..,64.8,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Benin,BEN,..,63.5,..,..,..,..,..,46.4,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Burundi,BDI,..,..,..,..,..,..,72,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cambodia,KHM,..,..,..,91.5,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cameroon,CMR,38,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Chad,TCD,..,..,..,..,24.9,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Colombia,COL,..,..,..,..,92.6,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Comoros,COM,..,46.6,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,"Congo, Dem. Rep.",COD,..,..,..,46.3,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,"Congo, Rep.",COG,..,39.7,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cote d'Ivoire,CIV,..,34.6,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Dominican Republic,DOM,..,..,89.5,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,"Egypt, Arab Rep.",EGY,..,..,..,82.7,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Ethiopia,ETH,74.4,..,..,..,..,81.4,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Gabon,GAB,..,58,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,"Gambia, The",GMB,..,..,71.8,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Ghana,GHA,..,..,..,76.9,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Guatemala,GTM,..,..,..,..,74,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Guinea,GIN,..,33.2,..,..,..,..,..,40.3,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Haiti,HTI,..,72.5,..,..,..,..,77.2,..,..,..
Women participating in own health care decisions (% of women age 15-49),SG.DMK.HLTH.FN.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..
